Date,Northman Global Income,BofAML GBP LIBOR 1 Mon CM TR GBP
10/04/2006,1145.497672,1106.291762
11/04/2006,1141.793834,1103.402034
12/04/2006,1148.53654,1108.666125
13/04/2006,1152.006306,1111.371794
14/04/2006,1162.799826,1119.783297
17/04/2006,1160.812175,1118.2372
18/04/2006,1172.946853,1127.679433
19/04/2006,1164.887557,1121.421423
20/04/2006,1162.023394,1119.194308
21/04/2006,1166.211038,1122.452154
24/04/2006,1155.7225,1114.298335
25/04/2006,1147.001963,1107.506553
26/04/2006,1160.924012,1118.366041
27/04/2006,1143.869537,1105.095378
28/04/2006,1150.213358,1110.046569
01/05/2006,1163.151226,1120.133009
02/05/2006,1157.330289,1115.605154
03/05/2006,1166.431057,1122.691431
04/05/2006,1161.175069,1118.605318
05/05/2006,1151.382303,1110.98527
08/05/2006,1120.708362,1087.075989
09/05/2006,1104.081835,1074.044603
10/05/2006,1105.229054,1074.946492
11/05/2006,1065.255311,1043.527599
12/05/2006,1064.348894,1042.809768
15/05/2006,1061.049174,1040.196128
16/05/2006,1032.090237,1017.243955
17/05/2006,1065.804602,1044.116588
18/05/2006,1044.516345,1027.256772
19/05/2006,1065.485895,1043.932529
22/05/2006,1091.814019,1064.786428
23/05/2006,1059.355862,1039.202209
24/05/2006,1076.018935,1052.417655
25/05/2006,1082.04856,1057.184786
26/05/2006,1085.521246,1059.927267
29/05/2006,1084.938204,1059.467119
30/05/2006,1063.414628,1042.478462
31/05/2006,1071.891478,1049.19662
01/06/2006,1038.534654,1022.802541
02/06/2006,1059.866546,1039.791198
05/06/2006,1051.906964,1033.47797
06/06/2006,1028.435373,1014.83278
07/06/2006,1025.483172,1012.476823
08/06/2006,1051.415169,1033.183476
09/06/2006,1046.341808,1029.152581
12/06/2006,1052.983956,1034.435078
13/06/2006,1060.422454,1040.343376
14/06/2006,1062.000445,1041.594978
15/06/2006,1066.434074,1045.110507
16/06/2006,1068.292652,1046.58298
19/06/2006,1065.75945,1044.576736
20/06/2006,1059.046201,1039.257427
21/06/2006,1065.147681,1044.098182
22/06/2006,1091.370292,1064.878458
23/06/2006,1101.149584,1072.590536
26/06/2006,1113.074153,1081.977551
27/06/2006,1112.863264,1081.811898
28/06/2006,1099.5543,1071.357339
29/06/2006,1114.35015,1083.008282
30/06/2006,1114.092344,1082.805817
03/07/2006,1115.967214,1084.27829
04/07/2006,1106.683459,1076.989549
05/07/2006,1107.455797,1077.596944
06/07/2006,1085.07823,1060.000891
07/07/2006,1071.698029,1049.435897
10/07/2006,1070.163407,1048.221107
11/07/2006,1065.677099,1044.668765
12/07/2006,1088.043139,1062.39366
13/07/2006,1086.387266,1061.08684
14/07/2006,1074.449997,1051.663012
17/07/2006,1101.016117,1072.682565
18/07/2006,1105.060277,1075.866788
19/07/2006,1111.119304,1080.63392
20/07/2006,1123.391226,1090.278618
21/07/2006,1134.04726,1098.634903
24/07/2006,1123.088791,1090.057747
25/07/2006,1111.94063,1081.314938
26/07/2006,1123.956332,1090.757172
27/07/2006,1101.962074,1073.510831
28/07/2006,1113.885304,1082.897847
31/07/2006,1099.68703,1071.743864
01/08/2006,1097.18659,1069.774431
02/08/2006,1107.09032,1077.578538
03/08/2006,1098.408883,1070.749944
04/08/2006,1097.637909,1070.142549
07/08/2006,1109.504545,1079.492753
08/08/2006,1115.825259,1084.462349
09/08/2006,1115.52058,1084.223073
10/08/2006,1116.411131,1084.922497
11/08/2006,1117.114311,1085.474675
14/08/2006,1119.880502,1087.646572
15/08/2006,1116.925299,1085.327427
16/08/2006,1106.93923,1077.486508
17/08/2006,1109.068527,1079.161446
18/08/2006,1111.292282,1080.910008
21/08/2006,1113.56377,1082.695382
22/08/2006,1123.168859,1090.241806
23/08/2006,1117.724388,1085.971634
24/08/2006,1127.805523,1093.886177
25/08/2006,1136.613096,1100.788394
28/08/2006,1135.460437,1099.886505
29/08/2006,1123.136573,1090.241806
30/08/2006,1106.428167,1077.136796
31/08/2006,1111.388025,1081.03885
01/09/2006,1104.71428,1075.793164
04/09/2006,1115.168775,1084.020608
05/09/2006,1114.395504,1083.413212
06/09/2006,1110.881126,1080.652325
07/09/2006,1110.834298,1080.615514
08/09/2006,1113.92495,1083.045094
11/09/2006,1100.243493,1072.296041
12/09/2006,1108.282258,1078.627675
13/09/2006,1115.4201,1084.241479
14/09/2006,1097.985931,1070.547479
15/09/2006,1092.379971,1066.13006
18/09/2006,1109.950468,1079.989713
19/09/2006,1123.176429,1090.389053
20/09/2006,1132.843818,1097.97229
21/09/2006,1130.375792,1096.039669
22/09/2006,1129.670952,1095.487491
25/09/2006,1124.80817,1091.677467
26/09/2006,1131.70871,1097.088806
27/09/2006,1140.638764,1104.083053
28/09/2006,1139.862032,1103.475658
29/09/2006,1146.851656,1108.942214
02/10/2006,1156.701015,1116.635886
03/10/2006,1156.889844,1116.783133
04/10/2006,1168.172739,1125.581159
05/10/2006,1176.686907,1132.207288
06/10/2006,1180.263347,1134.986581
09/10/2006,1165.143053,1123.243608
10/10/2006,1175.023586,1130.93728
11/10/2006,1176.349543,1131.968011
12/10/2006,1176.160078,1131.820764
13/10/2006,1178.741461,1133.827008
16/10/2006,1182.627094,1136.845578
17/10/2006,1190.237553,1142.753876
18/10/2006,1183.163268,1137.268914
19/10/2006,1177.496431,1132.869901
20/10/2006,1169.418953,1126.593485
23/10/2006,1169.986665,1127.035226
24/10/2006,1174.812688,1130.790033
25/10/2006,1174.741658,1130.734815
26/10/2006,1174.457542,1130.513944
27/10/2006,1192.545357,1144.576062
30/10/2006,1197.176178,1148.165215
31/10/2006,1195.987861,1147.244919
01/11/2006,1194.205743,1145.864476
02/11/2006,1188.71847,1141.61271
03/11/2006,1185.348479,1138.99907
06/11/2006,1183.545855,1137.600221
07/11/2006,1193.7892,1145.551575
08/11/2006,1199.751091,1150.171459
09/11/2006,1184.795747,1138.59414
10/11/2006,1187.760247,1140.894879
13/11/2006,1187.309416,1140.545167
14/11/2006,1177.273264,1132.759465
15/11/2006,1172.465128,1129.023065
16/11/2006,1168.228946,1125.728407
17/11/2006,1151.20201,1112.476149
20/11/2006,1145.496094,1108.021918
21/11/2006,1159.275472,1118.789377
22/11/2006,1150.869917,1112.236872
23/11/2006,1144.433568,1107.212058
24/11/2006,1151.239416,1112.531367
27/11/2006,1159.727413,1119.157496
28/11/2006,1160.648305,1119.875326
29/11/2006,1170.378267,1127.458562
30/11/2006,1175.322389,1131.305398
01/12/2006,1177.074426,1132.667436
04/12/2006,1176.269194,1132.041635
05/12/2006,1184.81768,1138.686169
06/12/2006,1193.236337,1145.220269
07/12/2006,1200.8358,1151.110161
08/12/2006,1197.839687,1148.791016
11/12/2006,1187.501181,1140.784444
12/12/2006,1186.243755,1139.80893
13/12/2006,1182.709483,1137.066449
14/12/2006,1184.20294,1138.226022
15/12/2006,1197.291793,1148.386086
18/12/2006,1196.269937,1147.594631
19/12/2006,1191.494179,1143.895043
20/12/2006,1212.88464,1160.478771
21/12/2006,1214.814509,1161.96965
22/12/2006,1207.187894,1156.079757
25/12/2006,1191.26379,1143.766202
26/12/2006,1185.11543,1138.99907
27/12/2006,1185.565997,1139.348782
28/12/2006,1177.170587,1132.833089
29/12/2006,1193.60574,1145.606793
01/01/2007,1195.719288,1147.244919
02/01/2007,1201.539556,1151.754368
03/01/2007,1190.17299,1142.956341
04/01/2007,1187.514814,1140.894879
05/01/2007,1188.890748,1141.962422
08/01/2007,1195.273725,1146.913613
09/01/2007,1190.80795,1143.453301
10/01/2007,1192.991678,1145.146645
11/01/2007,1213.697261,1161.196601
12/01/2007,1202.856018,1152.821911
15/01/2007,1193.03336,1145.220269
16/01/2007,1195.858925,1147.410572
17/01/2007,1196.357792,1147.797096
18/01/2007,1187.116099,1140.637196
19/01/2007,1205.878872,1155.196274
22/01/2007,1212.708033,1160.478771
23/01/2007,1214.375576,1161.767185
24/01/2007,1221.142908,1166.994464
25/01/2007,1226.677337,1171.264636
26/01/2007,1221.161746,1167.01287
29/01/2007,1229.845072,1173.712622
30/01/2007,1222.845506,1168.31969
31/01/2007,1229.598384,1173.528563
01/02/2007,1239.01034,1180.780493
02/02/2007,1241.905248,1183.007608
05/02/2007,1238.602065,1180.467592
06/02/2007,1244.558953,1185.050665
07/02/2007,1236.872174,1179.142367
08/02/2007,1223.670331,1168.982302
09/02/2007,1229.350073,1173.36291
12/02/2007,1234.270737,1177.154528
13/02/2007,1242.207508,1183.265291
14/02/2007,1206.637466,1155.914104
15/02/2007,1179.368044,1134.820928
16/02/2007,1166.222956,1124.605646
19/02/2007,1166.270218,1124.642458
20/02/2007,1152.682219,1114.059058
21/02/2007,1171.495257,1128.746976
22/02/2007,1175.75259,1132.060041
23/02/2007,1192.60502,1145.165051
26/02/2007,1196.758958,1148.386086
27/02/2007,1193.932301,1146.195782
28/02/2007,1176.814258,1132.925119
01/03/2007,1138.819694,1103.383628
02/03/2007,1169.976186,1127.771463
05/03/2007,1169.361511,1127.292909
06/03/2007,1183.261141,1138.115586
07/03/2007,1190.582886,1143.803013
08/03/2007,1199.242291,1150.521172
09/03/2007,1213.782796,1161.78559
12/03/2007,1218.879534,1165.724456
13/03/2007,1207.557134,1156.981647
14/03/2007,1207.723676,1157.110489
15/03/2007,1201.68043,1152.435387
16/03/2007,1215.228304,1162.926757
19/03/2007,1211.369179,1159.944999
20/03/2007,1213.154664,1161.325443
21/03/2007,1225.204309,1170.638835
22/03/2007,1224.870257,1170.381152
23/03/2007,1232.648465,1176.38148
26/03/2007,1237.545901,1180.154692
27/03/2007,1236.469996,1179.326426
28/03/2007,1237.211045,1179.897009
29/03/2007,1248.208588,1188.363729
30/03/2007,1261.093821,1198.26611
02/04/2007,1256.677879,1194.879422
03/04/2007,1245.070256,1185.97096
04/04/2007,1242.963739,1184.35124
05/04/2007,1254.019177,1192.854772
06/04/2007,1252.317156,1191.547952
09/04/2007,1240.286445,1182.308184
10/04/2007,1248.03613,1188.271699
11/04/2007,1249.832287,1189.652143
12/04/2007,1237.686745,1180.320345
13/04/2007,1244.978807,1185.934148
16/04/2007,1237.893553,1180.485998
17/04/2007,1253.410543,1192.431436
18/04/2007,1266.185965,1202.241787
19/04/2007,1282.013663,1214.371284
20/04/2007,1269.180265,1204.560933
23/04/2007,1268.988035,1204.413685
24/04/2007,1262.860906,1199.720177
25/04/2007,1272.846769,1207.377037
26/04/2007,1270.394434,1205.499634
27/04/2007,1273.542776,1207.910809
30/04/2007,1271.354669,1206.235871
01/05/2007,1276.113954,1209.880241
02/05/2007,1290.931758,1221.218284
03/05/2007,1289.943221,1220.463641
04/05/2007,1282.662926,1214.905056
07/05/2007,1285.022706,1216.708835
08/05/2007,1272.737672,1207.321819
09/05/2007,1273.96379,1208.260521
10/05/2007,1282.620417,1214.88665
11/05/2007,1281.560944,1214.07679
14/05/2007,1286.207406,1217.629131
15/05/2007,1299.530546,1227.807601
16/05/2007,1296.488608,1225.488456
17/05/2007,1288.93562,1219.727405
18/05/2007,1262.398786,1199.462495
21/05/2007,1258.174649,1196.223054
22/05/2007,1258.174649,1196.223054
23/05/2007,1273.141002,1207.708344
24/05/2007,1261.81745,1199.039159
25/05/2007,1271.224704,1206.254277
28/05/2007,1292.927359,1222.874816
29/05/2007,1312.822679,1238.059694
30/05/2007,1305.831937,1232.740385
31/05/2007,1292.952873,1222.930034
01/06/2007,1292.735839,1222.764381
04/06/2007,1279.883016,1212.954029
05/06/2007,1273.000312,1207.689938
06/06/2007,1278.048544,1211.55518
07/06/2007,1271.047562,1206.199059
08/06/2007,1263.429522,1200.364384
11/06/2007,1273.918613,1208.407768
12/06/2007,1282.718131,1215.144333
13/06/2007,1278.553037,1211.96011
14/06/2007,1290.390504,1221.015819
15/06/2007,1298.41729,1227.144988
18/06/2007,1289.270302,1220.169147
19/06/2007,1302.50124,1230.273993
20/06/2007,1307.95903,1234.43373
21/06/2007,1288.188102,1219.377693
22/06/2007,1284.381045,1216.469558
25/06/2007,1304.271877,1231.672843
26/06/2007,1308.861356,1235.169966
27/06/2007,1304.268631,1231.672843
28/06/2007,1294.944764,1224.56816
29/06/2007,1272.754281,1207.63472
02/07/2007,1290.324315,1221.089442
03/07/2007,1277.068345,1210.96619
04/07/2007,1286.496509,1218.181308
05/07/2007,1256.219123,1195.045075
06/07/2007,1245.576201,1186.87285
09/07/2007,1196.975747,1149.49044
10/07/2007,1188.431162,1142.864312
11/07/2007,1186.274409,1141.189374
12/07/2007,1222.759935,1169.53448
13/07/2007,1196.660264,1149.380005
16/07/2007,1208.454535,1158.527744
17/07/2007,1190.383462,1144.53925
18/07/2007,1182.039251,1138.060368
19/07/2007,1210.373964,1160.092246
20/07/2007,1230.613912,1175.755679
23/07/2007,1201.334183,1153.171623
24/07/2007,1146.02943,1110.304251
25/07/2007,1188.524942,1143.563736
26/07/2007,1170.640508,1129.667272
27/07/2007,1162.564105,1123.37245
30/07/2007,1103.514367,1077.284043
31/07/2007,1151.411263,1115.071383
01/08/2007,1154.822773,1117.74024
02/08/2007,1156.564858,1119.102278
03/08/2007,1182.445035,1139.330376
06/08/2007,1182.657915,1139.49603
07/08/2007,1188.145672,1143.766202
08/08/2007,1160.231455,1122.06563
09/08/2007,1167.300001,1127.587404
10/08/2007,1186.125329,1142.275323
13/08/2007,1207.73275,1159.079921
14/08/2007,1210.55925,1161.270225
15/08/2007,1225.197434,1172.608267
16/08/2007,1199.923698,1153.079594
17/08/2007,1210.028381,1160.920513
20/08/2007,1181.01751,1138.446893
21/08/2007,1167.517482,1127.937116
22/08/2007,1202.09714,1154.920185
23/08/2007,1208.147118,1159.613693
24/08/2007,1221.850515,1170.233905
27/08/2007,1204.093312,1156.503093
28/08/2007,1178.818055,1136.900796
29/08/2007,1202.566643,1155.398739
30/08/2007,1244.488588,1187.921987
31/08/2007,1237.083568,1182.216154
03/09/2007,1243.692335,1187.314592
04/09/2007,1245.889659,1189.007936
05/09/2007,1229.403867,1176.307856
06/09/2007,1238.005784,1182.952391
07/09/2007,1250.747799,1192.781148
10/09/2007,1246.061329,1189.173589
11/09/2007,1255.474953,1196.425519
12/09/2007,1254.087093,1195.357976
13/09/2007,1262.412394,1201.763234
14/09/2007,1265.454695,1204.100785
17/09/2007,1276.934765,1212.917217
18/09/2007,1263.753135,1202.812371
19/09/2007,1281.603241,1216.524776
20/09/2007,1285.832051,1219.764217
21/09/2007,1307.831643,1236.605627
24/09/2007,1309.327397,1237.746794
25/09/2007,1288.526807,1221.880897
26/09/2007,1281.262997,1216.322311
27/09/2007,1296.494781,1227.99166
28/09/2007,1280.046829,1215.420421
01/10/2007,1260.470768,1200.419602
02/10/2007,1244.044678,1187.793146
03/10/2007,1257.107673,1197.86118
04/10/2007,1249.449659,1191.971288
05/10/2007,1271.989018,1209.328064
08/10/2007,1292.378346,1224.97309
09/10/2007,1303.134938,1233.200533
10/10/2007,1291.806027,1224.549754
11/10/2007,1306.868547,1236.071856
12/10/2007,1274.189258,1211.131844
15/10/2007,1260.87286,1200.916562
16/10/2007,1244.304627,1188.17967
17/10/2007,1247.528215,1190.664468
18/10/2007,1226.074209,1174.135958
19/10/2007,1225.312389,1173.546969
22/10/2007,1206.983393,1159.374416
23/10/2007,1214.814694,1165.448367
24/10/2007,1220.636409,1169.957816
25/10/2007,1237.21454,1182.786737
26/10/2007,1219.923714,1169.44245
29/10/2007,1203.657207,1156.852806
30/10/2007,1163.243775,1125.48913
31/10/2007,1188.137961,1144.94418
01/11/2007,1151.335932,1116.304579
02/11/2007,1171.170049,1131.83917
05/11/2007,1196.354232,1151.496685
06/11/2007,1177.030342,1136.47746
07/11/2007,1167.636319,1129.151906
08/11/2007,1206.636109,1159.613693
09/11/2007,1216.811748,1167.509829
12/11/2007,1236.627174,1182.860361
13/11/2007,1225.686213,1174.412047
14/11/2007,1208.697519,1161.270225
15/11/2007,1251.072934,1194.143186
16/11/2007,1249.113989,1192.633901
19/11/2007,1265.664231,1205.389199
20/11/2007,1268.178471,1207.321819
21/11/2007,1261.351376,1202.076134
22/11/2007,1266.831028,1206.291088
23/11/2007,1219.985821,1170.289122
26/11/2007,1227.780896,1176.326262
27/11/2007,1199.416139,1154.386413
28/11/2007,1199.771384,1154.662502
29/11/2007,1201.002972,1155.61961
30/11/2007,1215.477131,1166.865622
03/12/2007,1236.492623,1183.154856
04/12/2007,1247.262868,1191.474328
05/12/2007,1251.678732,1194.879422
06/12/2007,1246.686449,1191.032586
07/12/2007,1241.912998,1187.351404
10/12/2007,1232.325793,1179.952227
11/12/2007,1247.255552,1191.492734
12/12/2007,1216.011001,1167.399394
13/12/2007,1212.971515,1165.043437
14/12/2007,1217.908185,1168.871867
17/12/2007,1198.002831,1153.447712
18/12/2007,1186.165795,1144.244755
19/12/2007,1181.275106,1140.434731
20/12/2007,1184.509238,1142.956341
21/12/2007,1139.607979,1107.966701
24/12/2007,1120.228461,1092.74501
25/12/2007,1110.770903,1085.290616
26/12/2007,1110.60772,1085.161774
27/12/2007,1035.195848,1025.618645
28/12/2007,1072.389568,1055.417819
31/12/2007,1042.12865,1031.342884
01/01/2008,1103.424686,1080.394643
02/01/2008,1101.842925,1079.143041
03/01/2008,1083.216111,1064.399904
04/01/2008,1105.532681,1082.124798
07/01/2008,1094.386922,1073.308366
08/01/2008,1104.255878,1081.130879
09/01/2008,1139.01085,1108.629313
10/01/2008,1138.308636,1108.077136
11/01/2008,1101.283141,1078.958981
14/01/2008,1103.003382,1080.321019
15/01/2008,1067.82037,1052.472872
16/01/2008,1081.657358,1063.498014
17/01/2008,1063.986313,1049.454303
18/01/2008,1110.682319,1086.689465
21/01/2008,1103.721574,1081.186097
22/01/2008,1103.53557,1081.03885
23/01/2008,1119.182616,1093.426029
24/01/2008,1123.915659,1097.16243
25/01/2008,1106.810877,1083.670895
28/01/2008,1115.790299,1090.775578
29/01/2008,1105.60794,1082.732194
30/01/2008,1131.423614,1103.162757
31/01/2008,1151.961396,1119.341555
01/02/2008,1149.405424,1117.33531
04/02/2008,1123.435268,1096.941559
05/02/2008,1104.444699,1081.959145
06/02/2008,1089.169939,1069.86646
07/02/2008,1077.369474,1060.497851
08/02/2008,1097.217138,1076.290124
11/02/2008,1076.994918,1060.258574
12/02/2008,1061.613753,1048.018641
13/02/2008,1045.285779,1034.987255
14/02/2008,1059.3784,1046.27008
15/02/2008,1079.202697,1062.099165
18/02/2008,1059.767359,1046.638198
19/02/2008,1045.774826,1035.465809
20/02/2008,995.8179144,995.4697596
21/02/2008,1039.378962,1030.698677
22/02/2008,1025.560994,1019.618318
25/02/2008,1014.023857,1010.341737
26/02/2008,1058.308011,1046.030803
27/02/2008,1051.697467,1040.748306
28/02/2008,1064.832785,1051.258082
29/02/2008,1059.159657,1046.730228
03/03/2008,1061.279023,1048.423572
04/03/2008,1095.963063,1076.124471
05/03/2008,1110.644884,1087.775414
06/03/2008,1104.92389,1083.247559
07/03/2008,1117.887233,1093.518059
10/03/2008,1133.652052,1105.978862
11/03/2008,1127.907505,1101.451007
12/03/2008,1126.437851,1100.291435
13/03/2008,1122.053371,1096.831123
14/03/2008,1105.834256,1084.020608
17/03/2008,1090.98738,1072.259229
18/03/2008,1108.435068,1086.118882
19/03/2008,1140.814997,1111.758319
20/03/2008,1125.431858,1099.647228
21/03/2008,1143.174059,1113.654128
24/03/2008,1142.355494,1113.009921
25/03/2008,1138.07619,1109.641639
26/03/2008,1149.502384,1118.64213
27/03/2008,1141.799374,1112.586585
28/03/2008,1151.315676,1120.077791
31/03/2008,1151.08147,1119.893732
01/04/2008,1150.847273,1119.709673
02/04/2008,1150.35548,1119.323149
03/04/2008,1150.35548,1119.323149
04/04/2008,1180.375681,1142.91953
07/04/2008,1180.305068,1142.864312
08/04/2008,1190.025914,1150.465954
09/04/2008,1193.397282,1153.097999
10/04/2008,1177.804662,1140.931691
11/04/2008,1181.545394,1143.858231
14/04/2008,1179.49727,1142.256917
15/04/2008,1180.46214,1143.011559
16/04/2008,1188.888488,1149.600876
17/04/2008,1201.263253,1159.26398
18/04/2008,1218.316932,1172.55305
21/04/2008,1174.519826,1138.520516
22/04/2008,1176.04798,1139.716901
23/04/2008,1172.167801,1136.679925
24/04/2008,1150.006786,1119.323149
25/04/2008,1143.264841,1114.022246
28/04/2008,1145.860211,1116.065302
29/04/2008,1145.509325,1115.789214
30/04/2008,1142.094245,1113.10195
01/05/2008,1131.36427,1104.653636
02/05/2008,1143.053702,1113.874999
05/05/2008,1122.572434,1097.751419
06/05/2008,1128.442693,1102.389709
07/05/2008,1107.80524,1086.100476
08/05/2008,1101.021551,1080.725949
09/05/2008,1089.350464,1071.467775
12/05/2008,1065.271464,1052.325625
13/05/2008,1080.759522,1064.694399
14/05/2008,1083.602614,1066.958326
15/05/2008,1081.706215,1065.449041
16/05/2008,1097.26506,1077.836221
19/05/2008,1072.920814,1058.510012
20/05/2008,1061.727363,1049.583144
21/05/2008,1041.552858,1033.459564
22/05/2008,1052.197262,1041.999908
23/05/2008,1044.72633,1036.017986
26/05/2008,1051.933991,1041.797443
27/05/2008,1017.937495,1014.575097
28/05/2008,1020.608853,1016.728589
29/05/2008,1042.539279,1034.398266
30/05/2008,1009.044475,1007.525633
02/06/2008,996.829657,997.6600632
03/06/2008,1008.264136,1006.918238
04/06/2008,993.7274593,995.175265
05/06/2008,1016.422361,1013.562772
06/06/2008,999.945931,1000.273703
09/06/2008,1020.211574,1016.673371
10/06/2008,992.1684101,994.0709102
11/06/2008,959.1981566,967.3455243
12/06/2008,967.9476075,974.4870186
13/06/2008,938.9176598,950.8354203
16/06/2008,934.1355812,946.9149608
17/06/2008,964.5701903,971.8917849
18/06/2008,984.9073766,988.4755126
19/06/2008,991.2312912,993.6107623
20/06/2008,982.1076541,986.2115853
23/06/2008,1001.544008,1002.003859
24/06/2008,981.6217949,985.8802788
25/06/2008,979.4248059,984.0949053
26/06/2008,970.3691618,976.73254
27/06/2008,971.8605306,977.9473303
30/06/2008,994.8030886,996.6293321
01/07/2008,992.8046689,995.0096117
02/07/2008,979.8202209,984.4814294
03/07/2008,972.0096065,978.1313894
04/07/2008,1002.365112,1002.850531
07/07/2008,1009.55155,1008.666799
08/07/2008,1007.592931,1007.083891
09/07/2008,1010.256518,1009.237383
10/07/2008,1022.237656,1018.918893
11/07/2008,1020.570929,1017.575261
14/07/2008,1000.964812,1001.764582
15/07/2008,1012.059195,1010.746667
16/07/2008,1002.352852,1002.905748
17/07/2008,1001.306795,1002.059076
18/07/2008,971.7960381,978.1682012
21/07/2008,983.4108406,987.6288406
22/07/2008,983.0484255,987.334346
23/07/2008,1013.715523,1012.255952
24/07/2008,1005.762332,1005.832289
25/07/2008,1018.822077,1016.397283
28/07/2008,1035.497086,1029.852005
29/07/2008,1043.598608,1036.367698
30/07/2008,1035.851111,1030.1465
31/07/2008,1039.947887,1033.441158
01/08/2008,1012.232546,1011.170003
04/08/2008,980.8882913,985.843467
05/08/2008,953.4116873,963.4986885
06/08/2008,999.6758894,1001.341246
07/08/2008,992.7025658,995.6906305
08/08/2008,981.49755,986.5981094
11/08/2008,970.6804022,977.800083
12/08/2008,992.8757249,995.8930956
13/08/2008,944.6773081,956.7805302
14/08/2008,904.5814799,923.9075694
15/08/2008,879.393785,903.0720757
18/08/2008,872.2261179,897.1085599
19/08/2008,967.481785,976.4932631
20/08/2008,950.5812301,962.6888283
21/08/2008,928.0829395,944.2461034
22/08/2008,919.0336708,936.7917086
25/08/2008,941.6453393,955.4553045
26/08/2008,917.3323897,935.4848887
27/08/2008,857.2195014,885.8441411
28/08/2008,875.6141931,901.2498903
29/08/2008,888.2165823,911.7596667
01/09/2008,868.4506887,895.3231863
02/09/2008,892.6867665,915.5696907
03/09/2008,806.0406823,843.5841646
04/09/2008,809.5098738,846.5291107
05/09/2008,757.7523213,802.6310079
08/09/2008,746.4290972,792.8942798
09/09/2008,664.9768433,722.6389095
10/09/2008,732.6049805,782.4213153
11/09/2008,761.7381713,807.692634
12/09/2008,694.4628912,749.7876313
15/09/2008,648.701725,709.6259289
16/09/2008,690.3842326,746.7322498
17/09/2008,736.3725466,787.1700409
18/09/2008,725.1361347,777.4149069
19/09/2008,685.2344566,742.664543
22/09/2008,695.0306951,751.2969162
23/09/2008,652.2141819,713.6752298
24/09/2008,645.8472751,708.0062086
25/09/2008,661.0725544,721.5897724
26/09/2008,726.5918706,779.7708638
29/09/2008,736.9585945,788.8081671
30/09/2008,755.1046098,804.5820347
01/10/2008,769.1477712,816.7299373
02/10/2008,811.0492838,852.8423389
03/10/2008,787.5677227,832.8167054
06/10/2008,732.1552746,785.2742318
07/10/2008,751.7202669,802.3181074
08/10/2008,759.9828438,809.4780076
09/10/2008,726.5189529,780.5439121
10/10/2008,712.8734234,768.6352864
13/10/2008,710.1842855,766.2793295
14/10/2008,723.5776695,778.0223021
15/10/2008,702.3372286,759.4691416
16/10/2008,718.3170125,773.5128533
17/10/2008,675.6513686,736.1856615
20/10/2008,648.5023578,712.1291331
21/10/2008,629.1413186,694.8275748
